Geneid	EDLARFE1	EDLARFE2	EDLARFE3	EDLARME1	EDLARME2	EDLARME3	EDLCIBFE1	EDLCIBFE2	EDLCIBFE3	EDLCIBME1	EDLCIBME2	EDLCIBME3	EDLCR6H1	EDLCR6H2	EDLCR6H3	EDLM9FE1	EDLM9FE2	EDLM9FE3	EDLM9ME1	EDLM9ME2	EDLM9ME3	MC2ARFE1	MC2ARFE2	MC2ARFE3
EDL933_RS19245	67	53	91	74	64	43	145	62	1913	91	102	104	359	1102	128	7020	7018	41448	13654	12692	4453	207	174	159
EDL933_RS19250	28	20	26	24	18	29	58	21	1221	51	40	29	167	778	38	3995	4305	26463	6580	5919	2412	99	86	98
EDL933_RS19255	41	192	277	276	373	188	740	282	9032	426	107	244	10123	10691	550	693	493	3368	934	821	467	281	154	195
EDL933_RS19260	21	48	54	22	28	35	144	40	342	77	52	46	680	631	46	62	74	328	62	88	31	71	42	53
EDL933_RS19265	37	62	117	45	51	58	300	76	261	121	83	66	256	388	95	123	137	596	102	128	74	135	107	95
EDL933_RS19270	27	41	125	55	50	55	270	70	188	88	88	82	135	207	103	78	100	508	122	89	30	107	80	98
EDL933_RS19275	18	35	109	55	70	40	255	55	196	91	81	79	149	259	109	62	58	445	128	93	24	102	94	99
EDL933_RS19280	50	43	158	82	70	44	336	62	246	121	131	112	229	299	144	57	69	453	116	147	61	148	127	114
EDL933_RS19285	22	29	90	38	34	28	162	41	128	55	66	81	120	154	79	20	26	188	59	74	36	62	69	64
EDL933_RS19290	52	55	115	66	72	44	355	73	328	87	74	101	291	410	126	61	60	435	146	136	51	162	99	136
EDL933_RS19295	32	59	104	68	65	34	375	90	364	84	95	66	312	438	156	93	72	444	218	134	61	142	92	110
EDL933_RS19300	1	4	5	4	2	5	15	12	20	9	4	1	12	21	9	15	18	88	75	39	24	8	5	21
EDL933_RS19305	24	34	94	24	41	31	87	28	597	66	29	46	344	1184	68	2720	2185	11665	8727	8415	2436	130	108	105
EDL933_RS19310	76	79	147	85	89	68	161	80	3284	125	90	88	1026	3321	144	5832	5124	28922	16350	14476	4507	369	259	285
EDL933_RS19315	58	67	107	69	78	66	117	56	4872	158	82	54	855	3546	105	3936	4067	22649	9159	7124	2738	380	232	248
EDL933_RS19320	51	114	254	146	232	165	218	54	264	413	25	185	209	225	84	55	63	396	240	272	165	322	172	183
EDL933_RS19325	46	101	259	317	205	133	391	105	323	666	274	449	216	257	179	46	37	261	196	178	99	252	164	199
EDL933_RS19330	7	33	63	70	44	27	129	34	98	192	147	128	65	88	38	34	14	115	27	40	19	45	31	33
EDL933_RS19335	10	48	87	88	58	28	185	72	144	232	231	167	93	143	67	43	31	202	70	75	21	77	41	41
EDL933_RS19340	6	2	16	2	5	1	28	8	50	36	20	34	32	50	13	14	25	129	34	32	13	17	10	16
EDL933_RS19345	8	8	24	9	13	18	25	9	54	37	30	29	37	40	12	22	30	164	38	41	21	21	16	26
EDL933_RS19350	9	10	32	14	9	12	19	7	46	31	19	30	44	53	28	28	26	130	31	34	17	38	24	37
EDL933_RS19360	5	7	10	9	14	9	18	4	60	18	12	17	72	63	11	19	9	58	14	18	8	28	14	7
EDL933_RS19365	5	5	9	4	6	7	7	1	14	11	3	12	15	13	2	3	1	7	1	1	1	7	1	2
EDL933_RS19370	0	3	15	12	12	11	28	2	45	18	3	5	11	30	3	5	6	25	7	8	5	8	9	14
EDL933_RS19375	4	12	24	14	11	11	88	6	90	16	21	15	52	37	13	24	12	72	7	26	9	24	36	15
EDL933_RS19385	71	180	266	221	232	195	625	156	1536	1221	314	781	1358	1804	415	369	307	2317	844	932	468	402	278	305
EDL933_RS19390	1	3	7	2	1	3	1	0	14	9	0	0	7	18	0	1	0	8	2	4	0	2	3	6
EDL933_RS19395	0	9	7	4	0	5	3	0	11	13	1	1	23	24	0	12	2	36	2	7	3	7	1	5
EDL933_RS19400	1	21	16	9	11	12	25	7	65	44	8	23	93	82	4	32	25	135	40	33	20	22	7	13
EDL933_RS19405	22	85	117	100	125	102	206	18	225	311	53	143	393	365	124	143	105	697	445	554	185	172	87	111
EDL933_RS19410	3106	9040	9544	42575	22843	30514	18991	3688	8683	35618	17545	29628	8042	8626	8612	12062	8524	83719	22866	30388	18000	14012	9331	11349
EDL933_RS19415	1642	2510	6110	4294	4527	3729	8376	1661	11873	13634	2641	6916	11648	12102	5428	5746	4009	30607	13381	14337	6994	6283	4139	5479
EDL933_RS19420	119	227	540	372	394	311	1147	330	1527	1143	512	717	1144	1475	633	802	701	4032	1026	950	434	744	482	560
EDL933_RS19425	91	141	477	296	289	190	965	235	1130	922	394	552	858	1175	504	634	606	3730	836	742	314	513	378	434
EDL933_RS19430	98	134	430	249	235	185	852	277	995	852	368	567	697	1038	502	662	623	3739	818	706	306	443	317	386
EDL933_RS19435	608	923	2338	1604	1661	1172	3844	1088	3183	4399	2121	2695	2469	3269	2268	2863	2567	17085	3149	3471	1657	2985	2047	2296
EDL933_RS19440	278	394	1128	732	811	554	1642	418	1820	2045	848	1542	1352	1734	842	993	829	5667	1288	1473	691	1421	908	1044
EDL933_RS19445	111	175	348	291	278	243	739	182	1142	820	218	429	1257	1228	365	400	370	2661	673	814	432	559	398	433
EDL933_RS19450	17	20	53	27	33	34	55	24	143	52	43	24	129	202	40	51	39	215	53	59	20	63	71	60
EDL933_RS19460	13	8	27	17	18	24	29	14	106	24	9	24	115	102	25	28	23	102	51	29	13	46	14	22
EDL933_RS19465	58	98	195	241	155	133	321	151	364	482	584	380	268	297	262	253	191	1430	273	343	208	269	187	195
EDL933_RS19470	34	68	172	124	146	151	173	38	288	420	56	209	466	348	99	160	86	633	447	482	186	177	109	136
EDL933_RS19475	16	41	60	64	82	84	92	38	238	208	21	85	341	248	49	100	47	388	259	274	112	94	40	70
EDL933_RS19480	36412	70346	148932	111604	108684	66642	305381	150355	699819	95377	151101	99112	762208	690298	262358	131575	132549	811920	182703	182343	119067	185036	94651	129795
EDL933_RS19485	38	83	214	169	176	159	336	112	611	684	274	404	666	727	193	352	340	1619	609	537	291	267	180	220
EDL933_RS19490	82	187	370	335	298	252	572	177	896	811	357	658	823	811	327	318	293	1662	570	788	306	479	316	357
EDL933_RS19495	543	772	1489	1903	1390	1367	1436	851	1813	1627	3373	1955	1496	1526	875	1265	1039	7105	794	1294	645	3371	2278	2490
EDL933_RS19500	117	409	646	953	975	1486	797	107	655	6715	987	3636	522	808	314	106	116	513	184	197	92	2562	1661	1516
EDL933_RS19505	37	186	304	334	297	471	536	54	321	3135	356	2051	282	426	198	89	73	484	116	92	50	938	704	638
EDL933_RS19510	24	71	119	66	112	54	173	61	252	281	117	182	163	178	112	59	34	294	91	149	67	279	225	219
EDL933_RS19515	271	634	851	165	625	139	1317	310	909	132	549	230	372	518	899	50	36	302	41	47	30	4761	3350	3995
EDL933_RS19520	152	429	417	126	445	97	645	156	371	52	423	192	119	220	343	23	19	93	25	16	7	4085	2787	3167
EDL933_RS19525	81	419	331	129	433	59	129	38	85	93	182	122	80	80	32	2	17	37	10	14	10	5028	2868	3337
EDL933_RS19530	484	1326	2721	112	1489	120	592	183	288	185	771	451	246	321	151	35	31	159	44	28	17	12944	8823	10522
EDL933_RS19535	149	445	1016	64	527	75	312	94	161	156	430	239	148	160	104	60	48	387	68	93	38	6644	4855	5431
EDL933_RS19540	94	234	532	65	266	58	182	76	170	168	310	150	102	124	101	88	87	515	81	133	60	2791	1882	2265
EDL933_RS19545	64	82	172	179	141	93	184	85	391	350	213	231	488	614	125	110	79	548	172	183	73	679	356	477
EDL933_RS19550	165	272	619	389	518	430	552	111	1943	1729	324	662	2050	2605	393	394	355	2390	708	782	415	875	620	754
EDL933_RS19555	52	112	242	152	212	231	285	50	1234	826	127	325	1106	1514	206	159	154	1031	319	339	175	366	275	334
EDL933_RS19560	89	145	292	204	288	258	370	88	3059	989	128	468	3127	3927	291	336	231	1810	446	425	244	464	351	385
EDL933_RS19565	8	18	70	24	62	33	467	138	1618	189	57	68	2150	2921	498	49	29	233	190	90	37	777	349	574
EDL933_RS19570	121	225	616	334	419	309	1482	518	2064	1350	478	664	1878	2117	1481	672	552	3239	876	915	428	778	531	608
EDL933_RS19575	53	74	231	126	135	118	474	175	843	485	130	257	739	838	483	314	208	1477	386	407	174	314	221	261
EDL933_RS19580	93	167	384	243	343	247	536	95	982	861	202	351	766	894	349	347	290	2027	640	635	304	552	347	349
EDL933_RS19585	169	264	604	421	475	320	799	116	1117	1417	223	711	949	1095	487	457	390	2777	1093	1345	565	699	445	493
EDL933_RS19590	13	42	43	39	64	41	129	33	253	102	30	81	482	395	93	156	103	607	642	430	445	61	28	32
EDL933_RS19595	17	53	51	52	69	49	153	41	304	124	38	100	587	491	119	191	114	702	803	481	584	66	26	42
EDL933_RS19600	6	21	43	37	29	36	76	22	157	80	15	46	214	188	36	65	57	349	441	390	188	59	35	30
EDL933_RS19605	99	247	585	259	389	340	407	97	526	684	200	230	450	440	208	282	231	1758	729	775	294	756	494	566
EDL933_RS19610	74	307	580	413	636	440	145	41	169	156	56	94	150	175	54	595	494	2622	567	923	488	1305	847	844
EDL933_RS19615	317	320	1010	416	492	366	971	183	536	948	486	664	436	674	400	668	516	3455	1030	1163	496	1166	864	865
EDL933_RS19620	768	875	2718	1151	1513	982	3052	513	2157	2408	972	1691	2148	2466	1295	1633	1400	9436	3235	2970	1373	2759	2338	2534
EDL933_RS19625	608	831	1959	1261	1397	1157	2010	330	1247	2210	1101	1194	1007	1337	848	1051	833	6238	1738	1800	820	2945	2087	2187
EDL933_RS19630	356	547	1382	895	855	708	1658	237	919	2141	869	1125	644	797	714	774	656	4765	1224	1246	596	1608	1191	1287
EDL933_RS19635	51	56	220	95	90	64	203	49	191	302	115	115	101	140	94	73	94	638	167	224	70	185	167	158
EDL933_RS19640	33	27	149	57	80	39	131	36	131	149	71	52	88	130	65	81	69	485	161	156	69	168	134	104
EDL933_RS19645	37	31	178	79	100	48	169	38	183	161	86	69	93	147	71	101	47	481	180	133	71	178	127	148
EDL933_RS19650	28	22	119	49	64	34	75	30	121	120	40	57	90	99	49	48	16	196	145	112	50	72	69	88
EDL933_RS19655	411	540	1330	765	964	822	1150	228	527	2160	738	1283	582	646	539	562	472	3209	1140	1427	617	1859	1307	1235
EDL933_RS19660	326	518	1169	623	730	619	1284	243	762	2219	634	1151	871	1149	630	650	488	3640	1243	1418	671	1584	1180	1065
EDL933_RS19665	481	655	2062	1236	1131	928	2659	698	3233	2328	1140	1703	2605	3046	1382	1711	1617	11279	1774	2109	1069	2466	1909	2034
EDL933_RS19670	297	394	1264	830	661	559	1633	531	1779	1798	1023	1532	1382	1593	952	1010	842	6041	1265	1341	668	1393	1045	1096
EDL933_RS19675	7	5	37	10	14	10	22	12	64	24	23	13	94	122	9	11	18	69	16	15	6	43	26	19
EDL933_RS19680	7	4	36	28	7	20	32	22	147	40	32	24	200	200	13	20	16	102	30	27	13	51	34	26
EDL933_RS19685	9	19	67	41	32	34	92	44	595	128	61	74	707	790	69	104	100	453	78	83	36	74	63	53
EDL933_RS19690	57	128	283	197	229	162	320	82	724	302	109	205	856	866	237	238	148	772	292	299	127	388	245	229
EDL933_RS19695	54	145	200	267	269	139	359	120	1674	384	266	198	1924	2146	274	307	288	1568	262	259	384	655	280	325
EDL933_RS19700	356	466	1087	759	717	610	603	243	1213	1090	1020	615	1055	1483	317	542	510	3410	518	899	361	1723	1198	1368
EDL933_RS19705	70	99	201	207	178	151	333	79	288	623	198	298	297	340	215	307	267	1957	355	455	226	312	202	257
EDL933_RS19710	175	290	557	593	546	540	726	199	746	1822	800	818	554	762	492	449	421	3257	768	1027	496	715	401	451
EDL933_RS19715	175	335	708	742	643	456	490	178	781	1629	886	1095	607	929	299	229	221	1662	479	494	281	824	679	571
EDL933_RS19720	519	1183	2752	482	1713	415	443	151	2266	873	1506	1022	1257	2854	252	162	198	1809	514	641	396	1799	1611	1512
EDL933_RS19725	27	16	108	57	52	51	114	28	227	122	90	70	197	210	57	90	60	544	93	111	46	138	101	137
EDL933_RS19730	66	64	189	139	105	106	293	62	230	212	260	142	188	229	91	171	150	993	186	229	112	260	190	214
EDL933_RS19735	72	93	210	311	107	66	530	73	393	162	376	156	250	336	127	156	122	830	285	280	134	166	138	173
EDL933_RS19740	28	33	107	52	26	25	96	32	180	91	62	61	145	232	64	48	52	239	63	54	28	140	92	92
EDL933_RS19745	37	45	131	49	54	26	120	33	450	121	60	68	422	595	110	72	61	350	86	100	45	148	102	127
EDL933_RS19750	107	171	456	361	288	154	275	58	337	413	166	422	362	376	115	164	131	894	151	146	104	598	344	445
EDL933_RS19755	21	113	159	137	213	225	1034	151	499	1194	229	435	629	630	476	96	73	583	171	177	94	469	272	315
EDL933_RS19760	1	11	13	17	7	19	23	1	39	39	13	21	33	32	10	12	6	54	26	13	6	29	17	26
EDL933_RS19765	5	12	44	15	5	17	61	10	187	31	10	13	204	196	17	21	11	119	65	86	33	37	23	12
EDL933_RS19770	1	5	14	4	1	9	15	7	63	4	1	9	90	97	0	4	3	35	30	15	8	11	18	3
EDL933_RS19775	0	6	7	2	0	4	4	2	25	11	0	2	66	64	5	13	10	46	18	9	1	17	15	10
EDL933_RS19780	0	0	2	1	0	1	3	0	20	9	0	4	46	52	5	6	7	34	3	7	1	8	10	10
EDL933_RS19785	2	2	7	3	0	0	4	0	37	9	0	5	57	56	6	4	6	36	4	7	0	16	21	19
EDL933_RS19790	3	7	16	10	1	5	8	1	56	4	0	8	88	67	3	8	4	38	9	15	0	40	31	29
EDL933_RS19795	0	4	13	6	6	6	9	5	53	3	3	5	86	92	3	9	1	28	39	21	5	22	8	24
EDL933_RS19800	0	0	3	2	3	0	6	2	22	6	3	3	38	60	1	1	0	10	12	19	0	4	2	4
EDL933_RS19805	4	7	29	9	11	5	14	3	52	18	1	11	99	120	4	13	19	47	55	56	14	22	12	26
EDL933_RS19810	0	2	5	3	3	5	2	0	6	11	3	2	13	14	0	8	1	30	9	17	4	9	0	7
EDL933_RS19815	1	6	5	3	3	2	8	7	18	16	4	6	10	25	0	7	6	23	17	4	5	17	5	8
EDL933_RS19820	0	10	8	3	4	11	6	2	21	19	3	8	30	35	0	7	12	55	35	10	11	14	6	7
EDL933_RS19825	1	0	4	0	1	1	2	2	5	2	1	1	11	21	0	1	1	4	12	0	5	4	3	6
EDL933_RS19830	1	1	4	0	1	0	8	1	12	10	0	0	12	23	6	0	5	22	14	7	5	1	1	9
EDL933_RS19835	0	2	1	0	2	0	7	2	14	6	0	0	13	26	6	1	5	23	14	8	3	4	1	8
EDL933_RS19840	2	11	12	2	8	2	3	0	28	17	0	2	46	58	3	21	10	69	17	27	4	12	4	6
EDL933_RS19845	6	3	15	6	2	2	4	1	25	20	5	4	24	39	7	9	11	48	11	21	3	13	7	10
EDL933_RS19850	3	4	15	6	1	4	0	1	8	15	7	4	11	17	5	3	10	38	13	9	5	14	6	10
EDL933_RS19860	2	3	11	3	2	5	7	1	19	11	3	2	39	16	2	4	5	21	9	17	5	7	0	14
EDL933_RS19865	4	5	5	1	1	4	8	1	7	7	6	2	18	10	4	6	7	15	15	10	10	9	1	13
EDL933_RS19870	1	12	17	6	5	32	7	0	15	24	10	3	42	32	1	10	3	42	36	30	9	27	13	18
EDL933_RS19885	12	1	16	4	7	5	13	0	20	14	4	4	15	23	4	14	5	36	20	8	7	17	6	2
EDL933_RS19890	12	2	21	10	4	10	24	0	47	26	3	4	28	44	7	19	16	57	42	17	9	32	16	17
EDL933_RS19895	12	14	30	19	18	10	41	6	55	38	9	9	73	84	11	11	27	95	71	48	24	63	29	41
EDL933_RS19900	4	4	16	5	10	4	10	7	20	15	1	7	48	40	6	12	20	44	32	19	4	39	17	19
EDL933_RS19905	1	3	17	8	2	7	12	8	13	24	0	12	39	35	2	11	8	28	22	12	4	11	10	18
EDL933_RS19910	2	3	35	10	7	8	30	1	25	30	0	13	60	42	10	12	21	46	38	15	7	18	12	24
EDL933_RS19915	12	14	69	16	20	27	57	6	66	37	13	28	90	87	14	48	51	192	77	87	27	58	30	58
EDL933_RS19920	18	22	71	31	30	34	63	13	95	56	8	30	124	117	26	51	52	229	104	90	33	77	51	64
EDL933_RS19925	2	4	21	11	12	13	39	5	70	11	4	8	52	86	16	23	30	158	48	39	19	22	15	20
EDL933_RS19930	3	13	27	6	9	10	37	5	71	28	4	13	80	97	10	29	22	123	57	36	12	21	14	21
EDL933_RS19935	3	5	7	4	7	7	10	1	12	19	3	3	23	32	0	11	16	48	29	21	6	9	8	8
EDL933_RS19940	0	4	2	0	8	5	5	0	14	30	4	3	28	28	2	3	4	18	16	7	3	4	3	5
EDL933_RS19945	2	10	18	11	17	11	31	6	110	79	5	15	121	149	15	21	26	127	94	43	20	36	17	35
EDL933_RS19950	4	1	6	8	10	18	14	4	118	52	1	16	109	162	5	6	5	44	70	21	13	16	12	25
EDL933_RS19955	4	2	9	16	7	14	23	5	91	40	8	3	82	91	13	20	24	94	43	27	19	15	10	9
EDL933_RS19960	69	112	251	258	205	140	578	132	902	506	250	308	787	785	275	393	228	1918	568	600	370	293	209	168
EDL933_RS19965	7	24	47	18	13	33	204	213	185	44	27	26	186	186	172	33	22	146	58	46	37	56	49	36
EDL933_RS19970	3	5	9	1	3	4	62	68	45	8	7	6	38	52	51	8	7	40	12	5	4	14	11	16
EDL933_RS19975	3	3	11	5	8	5	63	31	50	8	13	10	52	55	32	8	2	31	10	4	5	14	6	18
EDL933_RS19980	144	152	323	627	233	159	596	500	905	509	262	336	334	609	236	145	104	627	106	100	61	443	242	391
EDL933_RS19985	6	4	20	6	7	7	2137	1703	54	13	206	15	42	58	1932	12	11	32	12	8	11	15	19	17
EDL933_RS19990	6	8	37	19	22	12	2153	2068	63	20	221	20	52	77	2951	17	8	71	38	29	7	27	23	21
EDL933_RS19995	12	13	59	24	35	19	3703	3736	79	23	405	32	66	118	4914	25	18	80	20	5	5	50	64	58
EDL933_RS20000	1	8	11	6	13	12	755	640	105	10	91	14	81	89	774	17	14	82	19	13	6	22	9	27
EDL933_RS20005	4	12	28	34	36	31	1111	915	135	54	107	20	142	177	1067	42	37	192	48	25	34	39	39	47
EDL933_RS20010	12	14	50	46	24	15	427	314	474	46	104	31	230	335	356	27	32	169	29	33	25	60	38	31
EDL933_RS20015	12	11	35	44	26	15	226	104	336	34	40	23	144	209	132	0	6	21	5	12	1	25	16	29
EDL933_RS20020	12	9	43	42	26	22	167	32	421	79	25	33	335	410	59	7	6	32	16	14	5	68	29	32
EDL933_RS20025	11	18	48	16	28	28	2266	1375	197	36	220	29	189	225	1582	29	31	152	40	30	16	42	31	44
EDL933_RS20030	1	4	29	7	18	7	2055	920	72	15	134	10	44	78	1666	27	10	68	14	11	3	36	19	39
EDL933_RS20035	8	15	49	10	19	14	2083	973	58	23	130	26	54	63	1832	16	18	95	22	15	11	53	42	34
EDL933_RS20040	29	40	211	62	84	63	6763	2600	354	107	397	99	296	310	6333	123	100	577	92	88	36	267	193	224
EDL933_RS20045	10	13	73	27	26	25	911	319	162	46	68	44	153	205	835	41	32	252	42	57	18	72	63	65
EDL933_RS20050	26	18	89	59	58	41	1082	422	280	84	71	62	276	285	929	54	87	458	72	72	47	134	103	103
EDL933_RS20055	9	32	47	40	26	34	649	268	113	34	50	42	144	161	642	70	48	311	52	31	24	78	56	55
EDL933_RS20065	8	18	39	28	17	11	231	178	162	43	19	10	116	118	225	35	42	310	53	24	16	41	43	31
EDL933_RS20075	6	8	18	7	5	7	99	118	52	20	17	6	66	63	88	10	15	63	15	13	5	13	8	6
EDL933_RS20080	0	1	2	1	1	0	15	22	14	3	4	4	26	20	14	5	1	15	11	3	0	9	4	4
EDL933_RS20085	31	22	90	47	62	75	247	58	367	248	64	179	356	472	131	77	65	460	164	157	56	160	139	93
EDL933_RS20090	1794	2328	6045	4072	4183	3393	6679	1091	3814	10771	2578	6918	4181	4345	3450	2783	2511	17947	6227	7865	3740	6950	4998	5376
EDL933_RS20095	1117	1904	4506	2338	3074	2383	5004	896	5118	8822	2092	5582	4778	5009	2887	2379	2046	14291	6123	6955	2935	5290	3616	3865
EDL933_RS20100	519	700	1802	1287	1369	1009	1820	371	1642	3313	762	1631	1279	1725	1092	885	768	5678	1576	1825	775	1900	1613	1500
EDL933_RS20105	332	470	1070	830	976	642	1370	332	1121	2580	597	1255	1002	1233	897	546	541	3325	1129	1287	556	1279	933	893
EDL933_RS20110	158	255	579	423	506	340	987	213	1064	1527	456	691	1057	1193	617	429	381	2675	980	957	410	612	516	565
EDL933_RS20115	155	232	626	495	476	459	885	276	1631	1551	499	871	1362	1650	515	471	394	2574	937	979	439	820	593	595
EDL933_RS20120	249	368	1013	744	648	664	1275	432	2071	2101	541	1112	1473	1693	791	515	424	3083	955	1247	575	983	800	851
EDL933_RS20125	215	484	990	867	794	704	1319	428	2281	2204	636	1205	1726	1773	902	534	368	3194	934	1119	588	1186	761	794
EDL933_RS20130	118	216	659	425	306	385	380	202	764	762	367	616	753	652	209	355	281	1754	406	452	207	946	795	770
EDL933_RS20135	421	453	1361	912	749	450	576	487	1279	654	647	858	1285	1214	431	937	623	3918	1026	831	342	1959	1738	1593
EDL933_RS20140	28	94	121	134	98	83	168	51	470	317	151	198	366	474	123	98	108	733	166	213	108	192	103	160
EDL933_RS20145	170	257	415	606	461	476	690	234	879	1429	925	1174	1078	1159	365	426	360	2664	756	819	419	844	563	624
EDL933_RS20150	1616	1701	4528	1110	2292	1099	11131	2300	3428	1596	4765	1517	2373	3328	5238	1642	1728	9074	2015	1883	653	7597	4668	4974
EDL933_RS20155	698	926	2147	726	1282	627	4631	1153	1734	1038	3321	1002	1065	1471	2256	485	464	2774	862	742	300	3401	2263	2325
EDL933_RS20160	1082	1540	3438	1212	2057	1058	6302	1602	3094	2024	4448	1963	1897	2608	2894	780	778	3986	1386	1367	562	5911	3628	3824
EDL933_RS20165	239	295	641	611	652	495	1270	390	1577	1571	581	997	2159	2413	785	806	559	3579	1014	1059	467	1123	781	845
EDL933_RS20170	322	461	987	854	796	774	2051	627	2730	3183	1195	1611	3072	3525	1486	1069	925	5952	1513	1763	770	1521	1344	1289
EDL933_RS20175	608	934	1989	1781	1542	1406	4076	1389	5762	6782	3050	3566	5496	5933	2912	1540	1393	9905	2675	3124	1333	3191	2649	2550
EDL933_RS20180	261	499	1041	993	822	719	2185	736	3644	3461	1465	1793	2995	3223	1425	841	698	4642	1284	1511	752	1540	1144	1312
EDL933_RS20185	263	403	909	575	750	595	2031	788	4307	2688	1431	1850	2988	3799	1662	1858	1471	8272	1876	1648	1134	1598	1174	1274
EDL933_RS29275	269	376	682	619	736	484	2513	1533	6264	1344	1529	1015	3214	6746	2017	5206	2701	8134	1510	1256	1152	1273	742	972
EDL933_RS20190	105	163	441	348	342	270	597	298	4279	620	212	384	3768	4896	395	931	816	4219	1396	963	482	648	514	666
EDL933_RS20195	1	8	38	13	26	12	46	9	560	56	19	18	366	551	26	91	47	296	208	118	46	51	35	40
EDL933_RS20200	596	1081	2551	2050	1778	1248	1002	259	1654	892	911	342	1571	1618	578	4919	4471	37649	3531	5893	2591	2586	1734	1785
EDL933_RS20205	129	207	376	396	417	381	953	268	1422	1001	692	989	1098	1178	492	379	316	2084	531	737	445	689	394	399
EDL933_RS20210	74	114	322	206	171	132	133	43	208	332	297	216	149	181	67	213	172	1274	243	291	197	363	193	276
EDL933_RS20215	8	18	56	25	39	30	70	32	225	87	25	60	223	241	56	100	76	392	129	94	41	46	36	51
EDL933_RS20220	10	5	32	11	19	14	24	12	66	44	18	21	64	87	28	15	19	138	41	34	9	54	19	34
EDL933_RS20225	11	13	34	34	15	22	37	7	62	44	13	19	55	73	16	21	16	136	43	30	20	57	31	40
EDL933_RS20230	9	21	67	31	29	44	72	13	238	69	22	37	403	476	36	45	40	222	71	50	35	1522	1195	1132
EDL933_RS20235	3	18	15	12	10	11	39	5	291	15	5	8	695	595	10	13	18	122	44	47	15	527	479	386
EDL933_RS20240	3	30	28	27	20	14	101	15	702	62	21	23	1681	1333	46	48	50	282	100	100	51	52	30	48
EDL933_RS20245	111	180	381	369	404	260	662	182	3917	815	435	421	5795	5011	352	205	212	1266	436	566	388	508	330	360
EDL933_RS20250	49	54	190	63	80	44	342	31	1900	129	103	60	1779	1686	128	96	98	556	229	200	57	122	104	108
EDL933_RS20255	130	230	508	247	401	298	1228	423	860	1303	574	402	777	889	959	847	840	6281	997	1540	582	783	625	566
EDL933_RS20260	1017	2696	3030	11534	6375	10132	10470	2751	5590	15988	8851	9314	3070	4357	5277	3959	3078	27578	6515	8544	4950	7203	4996	5290
EDL933_RS20265	961	1871	3275	7481	4117	5816	8459	2401	5323	12239	7142	8317	4631	5366	4815	4138	3027	23763	5997	7749	3810	5761	4554	4520
EDL933_RS20270	267	505	1007	999	1130	1026	2180	644	2171	3910	1796	1910	2082	2385	1344	1482	1099	8119	2725	3096	1726	1608	1141	1132
EDL933_RS20275	1	2	13	19	2	16	10	9	56	7	5	3	136	79	9	0	3	40	15	15	3	2	5	2
EDL933_RS20280	5	0	11	8	7	21	25	11	191	8	14	8	288	171	21	11	18	97	14	34	8	5	8	11
EDL933_RS20285	0	1	18	4	2	4	17	7	193	4	13	3	319	217	21	18	9	72	12	19	8	6	7	14
EDL933_RS20290	2	5	17	8	7	3	21	11	188	15	17	8	388	243	19	26	13	66	12	12	7	16	5	10
EDL933_RS20295	1	13	23	17	35	11	67	8	353	77	20	54	494	393	46	65	55	360	68	96	45	52	35	43
EDL933_RS20300	26	49	112	58	75	58	201	65	655	208	83	143	722	692	150	212	157	1023	185	201	107	123	87	118
EDL933_RS20305	40	40	113	71	67	48	233	67	673	203	130	152	495	545	118	233	168	1063	190	189	118	140	87	132
EDL933_RS20310	14	29	31	15	19	15	81	2	37	36	24	13	44	53	25	25	37	209	48	49	12	52	38	38
EDL933_RS20315	13	33	52	31	35	17	75	16	71	52	51	16	79	88	37	29	30	229	56	62	21	74	35	58
EDL933_RS20320	13	21	35	44	26	23	43	9	63	24	30	14	36	61	14	14	13	93	34	20	21	26	29	25
EDL933_RS20325	4	11	22	27	5	7	6	7	23	15	6	15	30	29	1	1	2	10	4	3	0	22	17	3
EDL933_RS20330	1703	2640	5765	7140	5298	5807	8977	1496	5750	10357	6043	12493	4057	4347	3885	1872	1893	17873	4932	6231	3238	5430	3421	4001
EDL933_RS20335	101	300	609	393	538	267	499	170	2274	830	416	433	2013	2544	241	219	201	1177	378	550	291	654	396	543
EDL933_RS20340	152	298	595	519	637	591	986	323	1299	1995	353	551	1190	1362	789	220	192	1409	1066	1436	604	856	569	588
EDL933_RS20345	3	12	41	8	14	21	19	4	85	103	4	10	101	129	14	19	14	74	66	60	35	20	11	16
EDL933_RS20350	1095	1594	3979	2057	2403	1779	2836	413	1932	5752	1345	2119	1691	2095	1581	1024	1007	7612	3828	4155	2006	3683	2243	2660
EDL933_RS20355	219	313	702	347	401	320	418	66	301	1392	211	402	242	379	241	187	122	1073	907	898	411	533	341	425
EDL933_RS20360	206	402	754	455	636	382	477	96	357	1297	166	362	315	496	303	271	210	1422	1165	937	619	731	352	510
EDL933_RS20365	63	144	244	338	292	193	314	71	221	600	55	127	239	258	163	974	1056	7928	419	339	209	337	239	293
